Gene 1,Gene 2,Weight,Network group,cluster
TENM4,TSHZ2,0.012760133,Co-expression,7,
BRINP1,LRRTM3,0.011329492,Co-expression,7,
BRINP1,ARPP21,0.007884462,Co-expression,7,
BRINP1,BRINP3,0.006820529,Co-expression,7,
BRINP1,DPP10,0.005894792,Co-expression,7,
DPP6,UNC80,0.005172882,Co-expression,7,
BRINP2,DPP10,0.014922631,Co-expression,7,
NR2E1,RUNX1T1,0.029289095,Co-expression,7,
UNC80,RIMS2,0.006755572,Co-expression,7,
BRINP3,VWC2L,0.014429417,Co-expression,7,
DPP10,UNC80,0.003366354,Co-expression,7,
DLG1,LRRTM3,0.020329315,Co-expression,7,
GRM8,DPP10,0.013271911,Co-expression,7,
TENM1,UNC80,0.004036934,Co-expression,7,
SGCG,SGCB,0.012680045,Co-expression,7,
BRINP1,DLG1,0.010812599,Co-expression,7,
BRINP1,R3HDM1,0.010073237,Co-expression,7,
BRINP1,R3HDM2,0.007349518,Co-expression,7,
BRINP2,DPP10,0.008643521,Co-expression,7,
BRINP2,GRM8,0.012438564,Co-expression,7,
BRINP2,R3HDM1,0.012378782,Co-expression,7,
BRINP2,BRINP1,0.006642576,Co-expression,7,
NR2E1,FAP,0.015878813,Co-expression,7,
TSHZ3,TSHZ2,0.01750719,Co-expression,7,
ELAVL4,TENM2,0.024885707,Co-expression,7,
SGCB,SGCD,0.023717025,Co-expression,7,
SGCG,LRRTM3,0.010699543,Co-expression,7,
SGCG,KCNMA1,0.011747619,Co-expression,7,
SGCG,SGCD,0.008809459,Co-expression,7,
SGCG,SGCB,0.009984698,Co-expression,7,
TENM4,TENM3,0.017947434,Co-expression,7,
BRINP1,TSHZ3,0.005147882,Co-expression,7,
ELAVL4,FEZF2,0.015877731,Co-expression,7,
GRM8,ELAVL4,0.012694737,Co-expression,7,
FAP,RUNX1T1,0.010234984,Co-expression,7,
DPP4,SGCG,0.01176062,Co-expression,7,
KCNMA1,ACVR2A,0.01741002,Co-expression,7,
ELAVL4,TENM2,0.010870419,Co-expression,7,
RIMS2,NTNG1,0.008712316,Co-expression,7,
KCNMA1,NTNG1,0.010855447,Co-expression,7,
ELAVL4,NTNG1,0.008171477,Co-expression,7,
GRM8,KHDRBS2,0.006910543,Co-expression,7,
TENM1,KHDRBS2,0.006572753,Co-expression,7,
TENM1,GRM8,0.010680107,Co-expression,7,
BRINP1,ARPP21,0.008935997,Co-expression,7,
BRINP1,TENM3,0.004435988,Co-expression,7,
DPP6,RIMS2,0.010087633,Co-expression,7,
DPP6,ELAVL4,0.009501766,Co-expression,7,
FAP,TENM4,0.005578272,Co-expression,7,
TENM2,NR4A2,0.010065327,Co-expression,7,
TENM2,RUNX1T1,0.007042863,Co-expression,7,
GRM8,DLG1,0.007652112,Co-expression,7,
TENM4,KCNMA1,0.009276705,Co-expression,7,
TENM3,TSHZ2,0.011598842,Co-expression,7,
TENM3,PRICKLE1,0.01092119,Co-expression,7,
TENM3,RUNX1T1,0.008468354,Co-expression,7,
DPP6,SGCD,0.01170494,Co-expression,7,
FAP,TSHZ2,0.011785189,Co-expression,7,
FAP,RUNX1T1,0.009461947,Co-expression,7,
FAP,TENM3,0.006697169,Co-expression,7,
NR4A2,TSHZ2,0.01568867,Co-expression,7,
TENM3,NTNG1,0.017186984,Co-expression,7,
TENM4,SGCG,0.019161126,Co-expression,7,
FAP,SGCB,0.012041318,Co-expression,7,
CBFA2T3,TSHZ3,0.01698833,Co-expression,7,
GRM8,KCNMA1,0.014012854,Co-expression,7,
DPP4,DPP8,0.009193738,Co-expression,7,
GRM8,KCNMA1,0.010458445,Co-expression,7,
SGCD,RUNX1T1,0.010852455,Co-expression,7,
TENM3,KCNMA1,0.010377132,Co-expression,7,
DPP10,LRRTM3,0.022275936,Co-localization,7,
ACVR2A,TOX,0.021505473,Co-localization,7,
GRM8,SGCZ,0.024263216,Co-localization,7,
R3HDM2,DLG1,0.010881437,Co-localization,7,
R3HDM2,SGCB,0.0049137,Co-localization,7,
BRINP1,DPP10,0.009233716,Co-localization,7,
BRINP1,TENM3,0.008554553,Co-localization,7,
DPP6,TSHZ2,0.004338812,Co-localization,7,
ASTN2,DPP10,0.018049877,Co-localization,7,
ASTN2,BRINP1,0.009014092,Co-localization,7,
DPP8,SGCB,0.008688079,Co-localization,7,
DPP4,UNC80,0.0083942,Co-localization,7,
UNC80,LRRTM3,0.018866627,Co-localization,7,
KCNMA1,NR4A2,0.023006098,Co-localization,7,
BRINP1,LRRTM3,0.006103399,Co-localization,7,
BRINP1,NR4A2,0.008541163,Co-localization,7,
BRINP1,KCNMA1,0.006198103,Co-localization,7,
DPP6,DPP10,0.015094123,Co-localization,7,
BRINP2,TENM2,0.02299532,Co-localization,7,
BRINP2,FEZF2,0.01858448,Co-localization,7,
ARPP21,LRRTM3,0.002101468,Co-localization,7,
UNC80,LRRTM3,0.006873143,Co-localization,7,
ELAVL4,BCL11A,0.010167176,Co-localization,7,
ELAVL4,KHDRBS2,0.008033868,Co-localization,7,
SGCG,KHDRBS2,0.022355435,Co-localization,7,
BRINP1,ARPP21,0.002659453,Co-localization,7,
DPP6,DPP10,0.012795652,Co-localization,7,
DPP6,R3HDM2,0.008443104,Co-localization,7,
BRINP2,LRRTM3,0.009263382,Co-localization,7,
UNC80,TOX,0.015838765,Other,7,
DPP9,DLG1,0.014401205,Other,7,
FAP,DPP10,0.012604543,Other,7,
NR2E1,DPP9,0.016428703,Other,7,
FEZF2,BCL11A,0.006902474,Shared protein domains,7,
TENM3,NRG1,0.021581898,Shared protein domains,7,
TENM3,TENM2,0.2517685,Shared protein domains,7,
TENM1,NRG1,0.021581898,Shared protein domains,7,
TENM1,TENM2,0.2517685,Shared protein domains,7,
TENM1,TENM3,0.11333083,Shared protein domains,7,
SGCD,SGCZ,0.33333334,Shared protein domains,7,
SGCB,SGCZ,0.33333334,Shared protein domains,7,
SGCB,SGCD,0.33333334,Shared protein domains,7,
SGCG,SGCZ,0.33333334,Shared protein domains,7,
SGCG,SGCD,0.33333334,Shared protein domains,7,
SGCG,SGCB,0.33333334,Shared protein domains,7,
TENM4,NRG1,0.017197482,Shared protein domains,7,
TENM4,TENM2,0.20064089,Shared protein domains,7,
TENM4,TENM3,0.09031701,Shared protein domains,7,
TENM4,TENM1,0.09031701,Shared protein domains,7,
R3HDM1,ARPP21,0.1630416,Shared protein domains,7,
R3HDM2,ARPP21,0.1630416,Shared protein domains,7,
R3HDM2,R3HDM1,0.1630416,Shared protein domains,7,
SZRD1,ARPP21,0.15502302,Shared protein domains,7,
SZRD1,R3HDM1,0.15502302,Shared protein domains,7,
SZRD1,R3HDM2,0.15502302,Shared protein domains,7,
BRINP1,BRINP3,0.1269139,Shared protein domains,7,
DPP6,DPP10,0.14807177,Shared protein domains,7,
BRINP2,BRINP3,0.1269139,Shared protein domains,7,
BRINP2,BRINP1,0.1269139,Shared protein domains,7,
CBFA2T2,RUNX1T1,0.13410226,Shared protein domains,7,
DPP9,DPP10,0.14807177,Shared protein domains,7,
DPP9,DPP6,0.14807177,Shared protein domains,7,
ASTN2,BRINP3,0.1269139,Shared protein domains,7,
ASTN2,BRINP1,0.1269139,Shared protein domains,7,
ASTN2,BRINP2,0.1269139,Shared protein domains,7,
FAP,DPP10,0.14807177,Shared protein domains,7,
FAP,DPP6,0.14807177,Shared protein domains,7,
FAP,DPP9,0.14807177,Shared protein domains,7,
DPP8,DPP10,0.14807177,Shared protein domains,7,
DPP8,DPP6,0.14807177,Shared protein domains,7,
DPP8,DPP9,0.14807177,Shared protein domains,7,
DPP8,FAP,0.14807177,Shared protein domains,7,
CBFA2T3,RUNX1T1,0.13410226,Shared protein domains,7,
CBFA2T3,CBFA2T2,0.13410226,Shared protein domains,7,
DPP4,DPP10,0.14807177,Shared protein domains,7,
DPP4,DPP6,0.14807177,Shared protein domains,7,
DPP4,DPP9,0.14807177,Shared protein domains,7,
DPP4,FAP,0.14807177,Shared protein domains,7,
DPP4,DPP8,0.14807177,Shared protein domains,7,
NR2E1,NR4A2,0.021129163,Shared protein domains,7,
PFPL,BRINP3,0.1269139,Shared protein domains,7,
PFPL,BRINP1,0.1269139,Shared protein domains,7,
PFPL,BRINP2,0.1269139,Shared protein domains,7,
PFPL,ASTN2,0.1269139,Shared protein domains,7,
TSHZ3,TSHZ2,0.012368819,Shared protein domains,7,
TSHZ3,BCL11A,0.003900242,Shared protein domains,7,
TENM2,NTNG1,0.011569759,Shared protein domains,7,
FEZF2,BCL11A,0.003449128,Shared protein domains,7,
FEZF2,TSHZ3,0.003960862,Shared protein domains,7,
TENM3,NTNG1,0.011569759,Shared protein domains,7,
TENM3,TENM2,0.12414709,Shared protein domains,7,
TENM1,NTNG1,0.012173229,Shared protein domains,7,
TENM1,TENM2,0.08631966,Shared protein domains,7,
TENM1,TENM3,0.08631966,Shared protein domains,7,
SGCD,SGCZ,0.33333334,Shared protein domains,7,
SGCB,SGCZ,0.33333334,Shared protein domains,7,
SGCB,SGCD,0.33333334,Shared protein domains,7,
SGCG,SGCZ,0.33333334,Shared protein domains,7,
SGCG,SGCD,0.33333334,Shared protein domains,7,
SGCG,SGCB,0.33333334,Shared protein domains,7,
TENM4,NTNG1,0.010294329,Shared protein domains,7,
TENM4,TENM2,0.11047387,Shared protein domains,7,
TENM4,TENM3,0.11047387,Shared protein domains,7,
TENM4,TENM1,0.07681213,Shared protein domains,7,
R3HDM1,ARPP21,0.18280007,Shared protein domains,7,
R3HDM2,ARPP21,0.18280007,Shared protein domains,7,
R3HDM2,R3HDM1,0.18280007,Shared protein domains,7,
SZRD1,ARPP21,0.17787956,Shared protein domains,7,
SZRD1,R3HDM1,0.17787956,Shared protein domains,7,
SZRD1,R3HDM2,0.17787956,Shared protein domains,7,
BRINP1,BRINP3,0.07618431,Shared protein domains,7,
DPP6,DPP10,0.081194356,Shared protein domains,7,
BRINP2,BRINP3,0.07618431,Shared protein domains,7,
BRINP2,BRINP1,0.1408309,Shared protein domains,7,
CBFA2T2,RUNX1T1,0.18915732,Shared protein domains,7,
DPP9,DPP10,0.081194356,Shared protein domains,7,
DPP9,DPP6,0.081194356,Shared protein domains,7,
ASTN2,BRINP3,0.037770063,Shared protein domains,7,
ASTN2,BRINP1,0.06982009,Shared protein domains,7,
ASTN2,BRINP2,0.06982009,Shared protein domains,7,
FAP,DPP10,0.07479417,Shared protein domains,7,
FAP,DPP6,0.07479417,Shared protein domains,7,
FAP,DPP9,0.07479417,Shared protein domains,7,
DPP8,DPP10,0.081194356,Shared protein domains,7,
DPP8,DPP6,0.081194356,Shared protein domains,7,
DPP8,DPP9,0.081194356,Shared protein domains,7,
DPP8,FAP,0.07479417,Shared protein domains,7,
CBFA2T3,RUNX1T1,0.18915732,Shared protein domains,7,
CBFA2T3,CBFA2T2,0.18915732,Shared protein domains,7,
DPP4,DPP10,0.07479417,Shared protein domains,7,
DPP4,DPP6,0.07479417,Shared protein domains,7,
DPP4,DPP9,0.07479417,Shared protein domains,7,
DPP4,FAP,0.10229957,Shared protein domains,7,
DPP4,DPP8,0.07479417,Shared protein domains,7,
NR2E1,NR4A2,0.020200808,Shared protein domains,7,
PFPL,BRINP3,0.07618431,Shared protein domains,7,
PFPL,BRINP1,0.1408309,Shared protein domains,7,
PFPL,BRINP2,0.1408309,Shared protein domains,7,
PFPL,ASTN2,0.06982009,Shared protein domains,7,
FAM19A1,SHISA6,0.019721517,Co-expression,8,
CPNE4,HS3ST4,0.007030238,Co-expression,8,
RNF182,SHISA6,0.018098235,Co-expression,8,
ELAVL2,FAM19A1,0.014352798,Co-expression,8,
CDK14,SPOCK1,0.02775213,Co-expression,8,
ERC2,FAM19A1,0.012001175,Co-expression,8,
ERC2,CLSTN2,0.017108303,Co-expression,8,
AK5,HS3ST4,0.002801878,Co-expression,8,
AK5,CPNE4,0.009966116,Co-expression,8,
AK5,GRIK4,0.007437661,Co-expression,8,
AK5,CACNA1A,0.010455046,Co-expression,8,
CELF4,NRXN3,0.008890313,Co-expression,8,
CELF4,TRHDE,0.006880755,Co-expression,8,
CELF4,SPOCK1,0.009280388,Co-expression,8,
CELF4,CDK14,0.008076243,Co-expression,8,
BRINP1,ERC2,0.004824136,Co-expression,8,
CADPS,NRXN3,0.014375398,Co-expression,8,
CADPS,CELF4,0.004209389,Co-expression,8,
RAB26,KCNQ5,0.007564055,Co-expression,8,
RAB26,AK5,0.003296071,Co-expression,8,
TMEM181A,FAM19A1,0.017296594,Co-expression,8,
TMEM181A,ELAVL2,0.016484058,Co-expression,8,
ADGRB3,NRXN3,0.013218623,Co-expression,8,
ADGRB3,TRHDE,0.010622663,Co-expression,8,
ADGRB3,SPOCK1,0.013928089,Co-expression,8,
ADGRB3,CDK14,0.012462255,Co-expression,8,
ADGRB3,EPHA4,0.011626683,Co-expression,8,
ADGRB3,CELF4,0.004443461,Co-expression,8,
ADGRB3,CADPS,0.006194062,Co-expression,8,
CAMK1G,SHISA6,0.022934083,Co-expression,8,
CAMK1G,FAM19A1,0.016805258,Co-expression,8,
CAMK1G,RNF182,0.016496727,Co-expression,8,
CAMK1G,ERC2,0.01229079,Co-expression,8,
GABRA4,SHISA6,0.013987705,Co-expression,8,
GABRA4,FAM19A1,0.011120567,Co-expression,8,
GABRA4,GRIK4,0.01257622,Co-expression,8,
GABRA4,CLSTN2,0.015272898,Co-expression,8,
GABRA4,ERC2,0.009433837,Co-expression,8,
GABRA4,CAMK1G,0.011761788,Co-expression,8,
SYT1,NRXN3,0.019417286,Co-expression,8,
SYT1,CDK14,0.01771101,Co-expression,8,
SYT1,CELF4,0.005934432,Co-expression,8,
SYT1,CADPS,0.008829061,Co-expression,8,
SYT1,ADGRB3,0.00890502,Co-expression,8,
CNTN6,GRIK4,0.023049023,Co-expression,8,
CNTN6,ERC2,0.013995404,Co-expression,8,
CNTN6,ADGRB3,0.009548303,Co-expression,8,
CNTN6,GABRA4,0.012627815,Co-expression,8,
CNKSR2,HS3ST4,0.006360332,Co-expression,8,
BHLHE22,NRXN3,0.012885039,Co-expression,8,
BHLHE22,CDK14,0.011431561,Co-expression,8,
BHLHE22,CELF4,0.003763594,Co-expression,8,
BHLHE22,CADPS,0.006041684,Co-expression,8,
BHLHE22,ADGRB3,0.005557295,Co-expression,8,
BHLHE22,SYT1,0.007923198,Co-expression,8,
GRM4,SHISA6,0.013275561,Co-expression,8,
GRM4,HS3ST4,0.003122131,Co-expression,8,
GRM4,DOCK4,0.011903018,Co-expression,8,
GRM4,FAM19A1,0.011493305,Co-expression,8,
GRM4,GRIK4,0.011929479,Co-expression,8,
GRM4,CLSTN2,0.01293308,Co-expression,8,
GRM4,GABRA4,0.006767292,Co-expression,8,
GRM4,CNTN6,0.01263189,Co-expression,8,
VSTM2A,NRXN3,0.008792671,Co-expression,8,
VSTM2A,CPNE4,0.007779514,Co-expression,8,
VSTM2A,TRHDE,0.006515149,Co-expression,8,
VSTM2A,CELF4,0.002658595,Co-expression,8,
VSTM2A,CADPS,0.003874469,Co-expression,8,
VSTM2A,ADGRB3,0.00394645,Co-expression,8,
VSTM2A,SYT1,0.005499384,Co-expression,8,
VSTM2A,BHLHE22,0.003588762,Co-expression,8,
PRICKLE2,SHISA6,0.016768498,Co-expression,8,
PRICKLE2,DOCK4,0.01805105,Co-expression,8,
PRICKLE2,CLSTN2,0.02002239,Co-expression,8,
PRICKLE2,ERC2,0.009587294,Co-expression,8,
PRICKLE2,GRM4,0.007466928,Co-expression,8,
GAD1,NRXN3,0.00985641,Co-expression,8,
GAD1,TRHDE,0.007383759,Co-expression,8,
GAD1,SPOCK1,0.009801432,Co-expression,8,
GAD1,CELF4,0.003211463,Co-expression,8,
GAD1,CADPS,0.004665358,Co-expression,8,
GAD1,ADGRB3,0.00478011,Co-expression,8,
GAD1,SYT1,0.006496463,Co-expression,8,
GAD1,BHLHE22,0.004113033,Co-expression,8,
GAD1,VSTM2A,0.002889996,Co-expression,8,
GABRA1,NRXN3,0.008472197,Co-expression,8,
GABRA1,TRHDE,0.006638536,Co-expression,8,
GABRA1,SPOCK1,0.008670362,Co-expression,8,
GABRA1,CDK14,0.007675994,Co-expression,8,
GABRA1,CELF4,0.002822081,Co-expression,8,
GABRA1,CADPS,0.003936375,Co-expression,8,
GABRA1,ADGRB3,0.004218932,Co-expression,8,
GABRA1,SYT1,0.00569502,Co-expression,8,
GABRA1,BHLHE22,0.003500439,Co-expression,8,
GABRA1,VSTM2A,0.002550232,Co-expression,8,
GABRA1,GAD1,0.003064385,Co-expression,8,
NWD2,NRXN3,0.01203052,Co-expression,8,
NWD2,CDK14,0.011266915,Co-expression,8,
NWD2,CELF4,0.003793994,Co-expression,8,
NWD2,BHLHE22,0.004967867,Co-expression,8,
NWD2,VSTM2A,0.003576874,Co-expression,8,
NWD2,GAD1,0.004060019,Co-expression,8,
NWD2,GABRA1,0.003560567,Co-expression,8,
KCNC2,NRXN3,0.010351658,Co-expression,8,
KCNC2,TRHDE,0.007958705,Co-expression,8,
KCNC2,SPOCK1,0.010509093,Co-expression,8,
KCNC2,CELF4,0.003436779,Co-expression,8,
KCNC2,CADPS,0.004910415,Co-expression,8,
KCNC2,ADGRB3,0.005121986,Co-expression,8,
KCNC2,SYT1,0.006945608,Co-expression,8,
KCNC2,BHLHE22,0.00428834,Co-expression,8,
KCNC2,VSTM2A,0.003084339,Co-expression,8,
KCNC2,GAD1,0.003759551,Co-expression,8,
KCNC2,GABRA1,0.003303434,Co-expression,8,
KCNC2,NWD2,0.00428679,Co-expression,8,
DPP10,KCNQ5,0.01391292,Co-expression,8,
DPP10,CLSTN2,0.014452664,Co-expression,8,
DPP10,ERC2,0.00942333,Co-expression,8,
DPP10,BRINP1,0.005894792,Co-expression,8,
DPP10,RAB26,0.005691394,Co-expression,8,
DPP10,GABRA4,0.007346842,Co-expression,8,
DPP10,CNTN6,0.013193736,Co-expression,8,
HS3ST4,SHISA6,0.011115662,Co-expression,8,
ARHGEF25,RNF182,0.014404545,Co-expression,8,
EPHA4,ELAVL2,0.014824637,Co-expression,8,
EPHA4,ARHGEF25,0.012707135,Co-expression,8,
ERC2,CDK14,0.007716473,Co-expression,8,
AK5,SHISA6,0.009982996,Co-expression,8,
AK5,HS3ST4,0.005560468,Co-expression,8,
AK5,FAM19A1,0.005877361,Co-expression,8,
AK5,CPNE4,0.0103936,Co-expression,8,
CELF4,SPOCK1,0.009311874,Co-expression,8,
CELF4,CDK14,0.00615233,Co-expression,8,
CELF4,ERC2,0.003820684,Co-expression,8,
BRINP1,CDK14,0.006627099,Co-expression,8,
BRINP1,ERC2,0.004226545,Co-expression,8,
BRINP1,CELF4,0.003260949,Co-expression,8,
CADPS,NRXN3,0.01072042,Co-expression,8,
CADPS,SPOCK1,0.01128534,Co-expression,8,
CADPS,CELF4,0.003442816,Co-expression,8,
ADGRB3,RNF182,0.004294514,Co-expression,8,
ADGRB3,TRHDE,0.006234746,Co-expression,8,
ADGRB3,ELAVL2,0.007711254,Co-expression,8,
ADGRB3,CLSTN2,0.005040418,Co-expression,8,
ADGRB3,SPOCK1,0.008590275,Co-expression,8,
ADGRB3,CDK14,0.005464765,Co-expression,8,
ADGRB3,EPHA4,0.004403275,Co-expression,8,
ADGRB3,ERC2,0.003431287,Co-expression,8,
ADGRB3,CELF4,0.002784867,Co-expression,8,
ADGRB3,BRINP1,0.002918085,Co-expression,8,
ADGRB3,CADPS,0.003129802,Co-expression,8,
CAMK1G,HS3ST4,0.0039239,Co-expression,8,
CAMK1G,CPNE4,0.00782272,Co-expression,8,
CAMK1G,RNF182,0.004663822,Co-expression,8,
CAMK1G,ELAVL2,0.008596388,Co-expression,8,
CAMK1G,ARHGEF25,0.007212659,Co-expression,8,
CAMK1G,EPHA4,0.004706255,Co-expression,8,
CAMK1G,ADGRB3,0.002482496,Co-expression,8,
GABRA4,FAM19A1,0.008104495,Co-expression,8,
GABRA4,ERC2,0.006690952,Co-expression,8,
GABRA4,AK5,0.006837714,Co-expression,8,
GABRA4,BRINP1,0.005765025,Co-expression,8,
SYT1,NRXN3,0.021354549,Co-expression,8,
SYT1,CELF4,0.006884806,Co-expression,8,
SYT1,CADPS,0.007949602,Co-expression,8,
SYT1,ADGRB3,0.006176071,Co-expression,8,
CNTN6,NRXN3,0.010806018,Co-expression,8,
CNTN6,HS3ST4,0.004990273,Co-expression,8,
CNTN6,RNF182,0.005870041,Co-expression,8,
CNTN6,ELAVL2,0.010000545,Co-expression,8,
CNTN6,SPOCK1,0.011089456,Co-expression,8,
CNTN6,CADPS,0.003916178,Co-expression,8,
CNTN6,ADGRB3,0.003140319,Co-expression,8,
CNTN6,CAMK1G,0.003203477,Co-expression,8,
CNKSR2,FAM19A1,0.012761507,Co-expression,8,
BHLHE22,SHISA6,0.008921652,Co-expression,8,
BHLHE22,HS3ST4,0.005170209,Co-expression,8,
BHLHE22,RNF182,0.00592984,Co-expression,8,
BHLHE22,TRHDE,0.008276611,Co-expression,8,
BHLHE22,CLSTN2,0.006771719,Co-expression,8,
BHLHE22,SPOCK1,0.011548355,Co-expression,8,
BHLHE22,CELF4,0.003607726,Co-expression,8,
BHLHE22,CADPS,0.00415979,Co-expression,8,
BHLHE22,ADGRB3,0.003336163,Co-expression,8,
BHLHE22,CNTN6,0.004188039,Co-expression,8,
VSTM2A,NRXN3,0.01025878,Co-expression,8,
VSTM2A,HS3ST4,0.004955311,Co-expression,8,
VSTM2A,TRHDE,0.007996427,Co-expression,8,
VSTM2A,CLSTN2,0.00637979,Co-expression,8,
VSTM2A,SPOCK1,0.010945454,Co-expression,8,
VSTM2A,CELF4,0.003486837,Co-expression,8,
VSTM2A,CADPS,0.004030749,Co-expression,8,
VSTM2A,ADGRB3,0.003192049,Co-expression,8,
VSTM2A,CNTN6,0.003944596,Co-expression,8,
VSTM2A,BHLHE22,0.004271664,Co-expression,8,
PRICKLE2,CDK14,0.011061587,Co-expression,8,
PRICKLE2,ERC2,0.00625011,Co-expression,8,
PRICKLE2,CELF4,0.004900561,Co-expression,8,
PRICKLE2,BRINP1,0.005334545,Co-expression,8,
PRICKLE2,ADGRB3,0.004370315,Co-expression,8,
GAD1,NRXN3,0.013252479,Co-expression,8,
GAD1,HS3ST4,0.006011961,Co-expression,8,
GAD1,SPOCK1,0.013609218,Co-expression,8,
GAD1,CADPS,0.004985431,Co-expression,8,
GAD1,ADGRB3,0.003750598,Co-expression,8,
GAD1,SYT1,0.009733132,Co-expression,8,
GAD1,CNTN6,0.004940821,Co-expression,8,
GAD1,BHLHE22,0.005089772,Co-expression,8,
GAD1,VSTM2A,0.004956479,Co-expression,8,
GABRA1,NRXN3,0.009142244,Co-expression,8,
GABRA1,HS3ST4,0.004369918,Co-expression,8,
GABRA1,KCNQ5,0.008002142,Co-expression,8,
GABRA1,TRHDE,0.006994311,Co-expression,8,
GABRA1,SPOCK1,0.009414814,Co-expression,8,
GABRA1,SYT1,0.007080675,Co-expression,8,
GABRA1,CNTN6,0.003450323,Co-expression,8,
GABRA1,CNKSR2,0.008433401,Co-expression,8,
GABRA1,VSTM2A,0.003490079,Co-expression,8,
GABRA1,GAD1,0.004330468,Co-expression,8,
NWD2,HS3ST4,0.003913963,Co-expression,8,
NWD2,RNF182,0.004212325,Co-expression,8,
NWD2,TRHDE,0.006211105,Co-expression,8,
NWD2,ELAVL2,0.00751491,Co-expression,8,
NWD2,CLSTN2,0.005026093,Co-expression,8,
NWD2,CDK14,0.00534182,Co-expression,8,
NWD2,EPHA4,0.004338676,Co-expression,8,
NWD2,CELF4,0.002690072,Co-expression,8,
NWD2,BRINP1,0.002877464,Co-expression,8,
NWD2,ADGRB3,0.002480526,Co-expression,8,
NWD2,CAMK1G,0.002482679,Co-expression,8,
NWD2,CNTN6,0.003083876,Co-expression,8,
NWD2,BHLHE22,0.003228769,Co-expression,8,
NWD2,VSTM2A,0.003112625,Co-expression,8,
KCNC2,NRXN3,0.011800413,Co-expression,8,
KCNC2,HS3ST4,0.005421573,Co-expression,8,
KCNC2,TRHDE,0.008828772,Co-expression,8,
KCNC2,CLSTN2,0.006935578,Co-expression,8,
KCNC2,SPOCK1,0.012203706,Co-expression,8,
KCNC2,CADPS,0.004460897,Co-expression,8,
KCNC2,ADGRB3,0.003412248,Co-expression,8,
KCNC2,SYT1,0.008773368,Co-expression,8,
KCNC2,CNTN6,0.00444737,Co-expression,8,
KCNC2,BHLHE22,0.00459679,Co-expression,8,
KCNC2,VSTM2A,0.004499809,Co-expression,8,
KCNC2,GAD1,0.005625618,Co-expression,8,
KCNC2,GABRA1,0.003910776,Co-expression,8,
KCNC2,NWD2,0.003336137,Co-expression,8,
DPP10,HS3ST4,0.004877957,Co-expression,8,
DPP10,KCNQ5,0.008829651,Co-expression,8,
DPP10,FAM19A1,0.005154095,Co-expression,8,
DPP10,ERC2,0.004312239,Co-expression,8,
DPP10,BRINP1,0.003663525,Co-expression,8,
DPP10,GABRA4,0.005988071,Co-expression,8,
DPP10,SYT1,0.007673312,Co-expression,8,
DPP10,GABRA1,0.003498636,Co-expression,8,
RNF182,SHISA6,0.013199901,Co-expression,8,
CLSTN2,FAM19A1,0.009331998,Co-expression,8,
CLSTN2,GRIK4,0.012175442,Co-expression,8,
CDK14,FAM19A1,0.012115735,Co-expression,8,
CDK14,CLSTN2,0.009974564,Co-expression,8,
EPHA4,HS3ST4,0.011881334,Co-expression,8,
ERC2,HS3ST4,0.004080106,Co-expression,8,
ERC2,RBFOX1,0.007279661,Co-expression,8,
ERC2,EPHA4,0.00559833,Co-expression,8,
AK5,FAM19A1,0.011710668,Co-expression,8,
AK5,CDK14,0.010697477,Co-expression,8,
AK5,ERC2,0.004237741,Co-expression,8,
CELF4,ERC2,0.002670186,Co-expression,8,
BRINP1,CLSTN2,0.006635961,Co-expression,8,
CADPS,GRIK4,0.008284898,Co-expression,8,
CADPS,ELAVL2,0.008989032,Co-expression,8,
TMEM181A,ERC2,0.00501192,Co-expression,8,
TMEM181A,CELF4,0.006370711,Co-expression,8,
ADGRB3,NRXN3,0.005575493,Co-expression,8,
ADGRB3,DOCK4,0.005834458,Co-expression,8,
ADGRB3,RBFOX1,0.006750573,Co-expression,8,
ADGRB3,ERC2,0.002109446,Co-expression,8,
ADGRB3,CELF4,0.002624742,Co-expression,8,
ADGRB3,TMEM181A,0.004936455,Co-expression,8,
CAMK1G,ERC2,0.005612292,Co-expression,8,
CAMK1G,CELF4,0.007554721,Co-expression,8,
GABRA4,HS3ST4,0.006695383,Co-expression,8,
GABRA4,DOCK4,0.011170163,Co-expression,8,
GABRA4,DCC,0.011448831,Co-expression,8,
GABRA4,RBFOX1,0.01176928,Co-expression,8,
GABRA4,EPHA4,0.00919003,Co-expression,8,
GABRA4,ERC2,0.003358533,Co-expression,8,
SYT1,NRXN3,0.008562581,Co-expression,8,
SYT1,CLSTN2,0.005686846,Co-expression,8,
SYT1,BRINP1,0.005134255,Co-expression,8,
CNTN6,SHISA6,0.009355223,Co-expression,8,
CNTN6,RNF182,0.006464891,Co-expression,8,
CNTN6,CACNA1A,0.011875684,Co-expression,8,
CNKSR2,HS3ST4,0.013402488,Co-expression,8,
CNKSR2,DOCK4,0.021506961,Co-expression,8,
CNKSR2,RBFOX1,0.024456002,Co-expression,8,
CNKSR2,EPHA4,0.018639067,Co-expression,8,
CNKSR2,ERC2,0.006879451,Co-expression,8,
CNKSR2,BRINP1,0.011006561,Co-expression,8,
BHLHE22,SHISA6,0.015771218,Co-expression,8,
BHLHE22,FAM19A1,0.013125411,Co-expression,8,
BHLHE22,CLSTN2,0.010032911,Co-expression,8,
BHLHE22,AK5,0.011364467,Co-expression,8,
GRM4,SHISA6,0.010131894,Co-expression,8,
GRM4,RNF182,0.007128618,Co-expression,8,
